customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4994-OBRSZ,Male,0,No,Yes,12,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),99.50592378241393,1104.3914460086644,No
0562-FGDCR,Female,0,Yes,Yes,60,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,99.89517452830458,5486.939369070198,No
2436-QBZFP,Female,0,Yes,Yes,18,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,50.77326282874033,903.062394449777,No
3420-YJLQT,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,95.20424175871052,196.7643534564711,No
6040-CGACY,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.334257467115734,323.5499952271626,No
6582-PLFUU,Male,0,Yes,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.407293458490667,1135.712334767796,No
8242-PDSGJ,Male,0,Yes,No,51,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),56.30930235610648,2744.3418723260984,No
0264-CNITK,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.66235602216949,1452.7120206429825,No
0089-IIQKO,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),121.05289987057685,3796.258060527201,No
7839-NUIAA,Female,0,Yes,Yes,38,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.20558889595596,,No
6075-QMNRR,Female,0,No,No,35,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.57678065776557,2578.697441833932,No
5378-IKEEG,Female,0,No,No,0,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.7379027463175,98.19310224583822,Yes
5966-EMAZU,Male,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,130.15495462284827,6950.416551701496,No
0440-EKDCF,Male,0,Yes,No,57,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),70.30613119667645,3802.5981147579782,No
4774-HHGGS,Male,0,Yes,No,20,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.312951346844102,707.028410927436,No
2718-GAXQD,Female,1,Yes,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,61.77318069753103,245.001279321249,Yes
2055-BFOCC,Male,1,Yes,No,59,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),100.12425305768195,5374.517718241044,No
8180-AKMJV,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),65.50882579581366,61.526078758598935,No
4298-OYIFC,Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,113.60305431717084,1606.4270005790163,No
5566-SOEZD,Male,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),91.20146551566155,2276.7438189164177,No
9842-EFSYY,Female,0,No,Yes,3,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.6930861412537,302.75893763057707,No
2272-WUSPA,Female,0,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,124.39550762019095,7789.189820497892,No
4584-LBNMK,Male,1,Yes,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.50185838654082,1231.329748424407,No
3898-GUYTS,Female,1,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,119.67283941908053,4445.781715520957,No
0930-EHUZA,Female,0,No,No,24,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,95.73241514549564,2620.3731898494325,No
6413-XKKPU,Male,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,103.1082894488957,1597.3613533155526,Yes
9975-SKRNR,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.627185912136518,120.07558180082779,No
3703-KBKZP,Male,1,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),90.76147840313266,1290.8301047762943,No
1449-XQEMT,Male,0,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.065022466132184,93.95162423984735,Yes
2626-URJFX,Male,0,Yes,Yes,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,61.71407528662087,225.62511605511335,Yes
4973-MGTON,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.77731095204705,6060.26281795655,No
3682-YEUWS,Male,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.29886084870203,309.0272393748087,No
1223-UNPKS,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.153785063143275,467.31036305341075,No
2612-RRIDN,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.70611113505596,380.0148013361983,Yes
4735-ASGMA,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,112.68549345685358,2593.766412892146,Yes
3446-QDSZF,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),69.4700747333297,246.48001228451517,No
3669-LVWZB,Male,0,No,No,4,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,65.40873919427636,375.8385076166931,Yes
6892-EZDTG,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,108.32640272133858,385.27833479869645,Yes
5117-IFGPS,Male,1,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.87439376449707,2400.374669613517,No
7379-FNIUJ,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,116.99436592681477,232.25382425255768,No
1627-AFWVJ,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.937329566009687,611.6495284664264,No
9725-SCPZG,Male,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8022702381284,118.34592311676487,Yes
5884-GCYMI,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,90.99128066986883,120.13224481982581,Yes
3217-FZDMN,Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.6020646140786,,Yes
4486-EFAEB,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.721509120678746,293.7615101808042,No
0060-FUALY,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,108.20346040940787,5639.8185261959825,No
7853-GVUDZ,Female,0,Yes,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.697965768870475,36.404321470181664,Yes
7480-QNVZJ,Male,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.7415128165553,4884.658919324812,Yes
6954-OOYZZ,Male,0,Yes,No,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.00912653448053,824.2398235996992,No
7088-FBAWU,Female,0,Yes,Yes,12,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,92.50614333762283,1257.1239454869237,No
8313-AFGBW,Male,0,Yes,No,31,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,91.94017527324253,3580.9309809673623,No
3943-KDREE,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),91.75757396492514,,Yes
9239-ZBZZV,Female,0,No,No,4,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.94569607527313,367.81273640926383,Yes
3097-IDVPU,Male,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),66.03184465738322,961.8587252611082,No
4398-HSCJH,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.07559510949781,205.84896583507276,Yes
2197-OMWGI,Female,1,Yes,Yes,40,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,69.91875854316484,3678.770836943154,No
2303-PJYHN,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.385551973152992,104.88146360317631,No
9795-VOWON,Male,0,No,No,6,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),40.70861308943596,188.76285132628675,No
1237-WIYYZ,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.619532308964835,414.88404805251315,No
1987-AUELQ,Female,0,Yes,No,49,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.8156294310281,1906.6084832316872,No
7852-LECYP,Male,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),117.067992043966,1295.204034703535,No
4430-UZIPO,Male,0,No,No,2,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,44.684795332747605,184.46230935035618,Yes
4822-LPTYJ,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.57549140759667,7385.084644282643,No
8165-CBKXO,Male,0,Yes,Yes,42,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),70.71406696184697,3764.403558262419,No
6527-PZFPV,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.991352535760985,546.9903984322711,No
4855-SNKMY,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.8800055716884,47.596114981563915,Yes
9593-CVZKR,Female,0,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.76811272398615,1438.6023639330972,No
8595-SIZNC,Female,1,Yes,No,18,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),32.71050047501764,601.7508218677801,No
8008-HAWED,Male,0,No,No,12,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.71511422621944,,Yes
7124-UGSUR,Female,1,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),122.37039623596334,6475.178052460059,Yes
1862-SKORY,Female,1,Yes,No,31,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,57.982973192167535,1706.580044277137,Yes
5236-XMZJY,Female,0,No,No,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),71.22240803851366,2569.139344334368,No
4827-DPADN,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.29816752288693,6077.645800812643,No
2694-CIUMO,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.96269771176824,1017.3057877722586,No
5846-ABOBJ,Male,0,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),34.75510693491395,1783.5805843755884,No
1439-LCGVL,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.145737529066974,525.617345399707,No
0909-SDHNU,Female,0,No,Yes,4,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.69991857836666,250.82274091127056,No
4647-XXZAM,Female,0,Yes,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,59.668240295858084,326.8971609933135,No
1502-XFCVR,Female,0,No,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,119.64506244237401,6172.797795845901,Yes
7740-KKCXF,Male,0,Yes,No,47,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.03243919706753,1554.2370314464742,No
5360-XGYAZ,Male,0,Yes,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),76.19349370781794,4730.261366848932,No
9692-TUSXH,Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.77023763691749,1801.1874985303243,Yes
7912-SYRQT,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.5984703552067,596.4349277493247,Yes
3557-HTYWR,Female,0,No,No,29,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,100.935845123001,3496.0787540434594,No
4816-JBHOV,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.6451691804092,157.5477192695942,Yes
8920-NAVAY,Male,1,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),131.40273521873095,7096.516533518908,No
1699-TLDLZ,Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,34.359127855088076,361.2811244621488,No
5600-PDUJF,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.11858520219437,364.0025242223957,No
8292-TYSPY,Male,0,No,No,14,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),71.41757669753451,1124.2063756309765,Yes
0567-XRHCU,Female,0,Yes,Yes,56,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),71.26311395489692,3020.337465253463,No
1867-BDVFH,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.04077775061747,890.2453290404842,Yes
2067-QYTCF,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,126.6727122119602,6988.079700021453,No
2359-QWQUL,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),125.01939521323,4165.8262543775245,Yes
9103-TCIHJ,Female,0,No,No,13,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,65.66068864142315,962.029176035999,Yes
7407-SUJIZ,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.761495143374965,585.1406700132128,No
9150-KPBJQ,Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),38.06872853561993,170.80367592383254,No
0052-DCKON,Male,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),124.3363369436997,,No
3654-ARMGP,Female,0,No,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.11158032061394,,No
9699-UBQFS,Female,1,Yes,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,111.64215609260602,4194.212130559965,No
9367-TCUYN,Female,0,No,No,9,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,39.00739920592618,292.7226796282071,No
1261-FWTTE,Male,1,No,No,21,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.29119967982079,849.4779973007165,No
3528-HFRIQ,Male,1,Yes,No,53,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.44668070869551,3816.8280307996606,No
0708-SJDIS,Female,0,No,No,30,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,79.83117297344667,2180.525567476563,No
4140-WJAWW,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.863017526261675,144.46140067383206,Yes
2073-QBVBI,Female,0,Yes,No,36,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Mailed check,51.74212867299288,,No
6928-ONTRW,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),44.61699589290323,1407.19034576729,No
3320-VEOYC,Male,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.75533624979536,1330.5845598277917,No
5231-FIQPA,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,40.54634635635566,824.9351593733359,No
6617-WLBQC,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),100.1672283063322,1886.0295348429804,No
2599-CIPQE,Male,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),123.59623417849686,7842.980246220411,No
6653-CBBOM,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.62815261121776,140.71429748764382,Yes
8774-GSBUN,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,36.4078080104308,1842.0838307563217,No
7326-RIGQZ,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,83.37452512112775,447.5758765733828,No
1401-FTHFQ,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.475287433076094,507.09090142344024,No
3247-ZVOUO,Male,1,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,95.76856150957002,919.3545442782543,Yes
0254-FNMCI,Female,0,No,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,121.77431882049217,7678.274831652686,No
1848-LBZHY,Female,0,Yes,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.02323311754367,372.82907154105317,No
6101-IMRMM,Male,0,No,Yes,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,102.43345804668229,640.194111065127,Yes
8118-TJAFG,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.3380957552861,980.2149084433081,No
5429-LWCMV,Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,110.61521009438214,1111.9037799351097,No
7298-IZWLY,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,45.413542495730134,35.94905500856136,No
9758-MFWGD,Female,1,Yes,Yes,30,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),47.53667903487924,1429.7777274084658,No
3955-JBZZM,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,93.01222118563744,1689.6844108658258,No
1268-ASBGA,Female,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),99.24191149900881,1418.7500241723415,Yes
8943-URTMR,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,96.99284833658822,202.62113876630212,Yes
4815-TUMEQ,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,25.910563215012402,237.2381860473528,No
4713-LZDRV,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.35000407545644,224.50324563738957,Yes
9909-IDLEK,Male,0,Yes,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,111.31376885996035,1856.4072744269604,No
4092-OFQZS,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,28.625476077570937,427.80516641762057,No
1561-BWHIN,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,36.46274349975833,399.00145153983465,No
4325-NFSKC,Male,1,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,104.93464150471658,1689.1893739091058,Yes
9927-DSWDF,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,134.51771552241325,2244.9065793103614,No
9500-LTVBP,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),102.56364701831527,2884.5304423039784,No
7252-NTGSS,Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.57677008420906,68.00424516962103,No
8149-AIQCG,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.56760640778676,2816.1512883175246,No
1360-JYXKQ,Female,1,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.07733257893014,5488.305174855643,No
2955-PSXOE,Female,0,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.28525238988681,71.95535317570157,Yes
7762-URZQH,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),109.1100480302513,7052.170174496069,Yes
0899-WZRSD,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,119.00897913317398,5873.13473459731,No
3255-GRXMG,Male,0,No,Yes,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.4414859913597,792.7411104566603,No
4828-FAZPK,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),94.65575691930744,1325.7543401020307,No
6094-ZIVKX,Female,0,No,No,54,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),72.78373379867342,3702.99181931669,No
6925-BAYGL,Female,1,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),35.57320405655322,1323.6231388571318,No
3262-EIDHV,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),103.1472098223224,5915.5780254216725,No
7354-OIJLX,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,90.67860405747426,786.5776495171218,No
1376-HHBDV,Female,0,No,No,20,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,64.3913895039485,1583.8084536324245,No
6907-NZZIJ,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.01564178812522,3654.231379982775,Yes
6133-OZILE,Female,0,No,No,14,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,55.201786588889625,667.3443136388225,No
4135-FRWKJ,Female,1,Yes,Yes,45,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,90.96922056897732,4191.648905841202,No
2911-UREFD,Female,0,Yes,No,35,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,59.61479081743171,2236.3439278235064,Yes
3744-ZRRDZ,Male,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,102.2500109003707,1889.7525169110595,Yes
5673-TIYIB,Male,0,No,No,1,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),56.35870075180364,81.0028860218411,Yes
6551-ZCOTS,Male,1,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.13592560267456,900.5993755424222,No
7191-ADRGF,Male,0,Yes,No,37,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),71.32672591737332,2424.133289527927,No
5018-LXQQG,Female,0,Yes,Yes,29,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),76.79820580054968,1970.689547771098,No
